Area,Perimeter,Eccentricity,Orientation,MajorAxisLength,MinorAxisLength,CentroidX,CentroidY,MeanR,MeanG,MeanB,StdR,StdG,StdB,RelacionAspecto,Circularidad,Compacidad,Etiqueta,BoundingBox_1,BoundingBox_2,BoundingBox_3,BoundingBox_4,Clase,NombreImagen
15964,475.53,0.533315545701634,37.5081814869084,163.442697447071,138.258855614988,2046.76998246054,873.192057128539,150.71423202205,128.625407166124,95.6361814081684,19.288948710258,18.1195780543476,17.8493506822561,1.18214993694301,0.887147313531684,14.1649198759709,15,1971.5,799.5,156,149,garbanzo,G_12.png
16515,522.035,0.699427671230644,28.7749242024045,196.93985696019,140.753582987657,2178.65600968816,1372.93636088404,146.919891008174,123.480290644868,93.6003027550711,22.3064536463463,20.8737972889882,19.3155759378089,1.39918183807413,0.761533827003509,16.5013951695428,16,2090.5,1287.5,176,165,garbanzo,G_12.png
17767,518.063,0.540858278551067,71.4885723604575,173.124896600318,145.617729154018,2253.82962796195,1103.59391005797,148.298868689143,121.574210615185,87.7271908594585,21.5973731616338,20.1465361040887,20.1322106139496,1.18889985172895,0.831876419900672,15.1060545938538,17,2179.5,1015.5,150,172,garbanzo,G_12.png
14257,455.995,0.615419962901157,-50.5453989691973,161.616175578035,127.385770068338,2268.28512309743,696.646419302799,146.485235322999,120.475135021393,88.0361927474223,19.4533838434304,19.8853889113399,20.7671563838011,1.26871451568989,0.861624128738675,14.5845156782633,18,2199.5,623.5,141,142,garbanzo,G_12.png
16230,583.943,0.66054208237922,-15.4373148925534,186.43478876214,139.973192951249,255.634319162046,548.839494762785,149.308564386938,124.172088724584,90.3255083179298,28.2130861643473,26.2225721266827,22.9960458409261,1.33193209950618,0.59811882355554,21.0098229974738,1,159.5,480.5,185,138,garbanzo,G_13.png
16576,489.827,0.664896404848585,-7.67807897402568,170.747233740858,127.537185227695,283.226773648649,1148.77648407336,142.266831563707,116.010497104247,80.3039333976834,27.5608120202453,24.2978056392773,21.3351942771607,1.33880352962173,0.868168774069763,14.474571062319,2,193.5,1084.5,171,128,garbanzo,G_13.png
13607,452.185,0.578628978678544,42.0618316547288,153.960534430046,125.568809789825,398.108326596605,1546.53722348791,133.375542000441,110.368854266187,75.5941794664511,27.1151514944818,26.8289529790254,24.7476267264424,1.22610491162369,0.836257345183008,15.0269180734181,3,331.5,1472.5,144,145,garbanzo,G_13.png
14108,453.82,0.660842384184058,14.4946251708521,164.248954751352,123.272899454849,411.254040260845,797.273178338531,146.040544371988,120.708605046782,84.023745392685,23.6365926026091,22.0280067441226,20.2643356877138,1.33240116422759,0.860811483659572,14.5982841224837,4,332.5,737.5,163,124,garbanzo,G_13.png
16142,469.218,0.648371994928871,17.6785559165169,166.779697090072,126.973333883963,617.227914756536,1233.47460042126,130.92460661628,112.687213480362,79.7188700284971,27.5683326236572,24.763831819563,20.2847461647398,1.313501756538,0.921335656189551,13.6392969597324,5,534.5,1165.5,161,130,garbanzo,G_13.png
12853,440.011,0.665463931194795,-41.4901984678483,163.08748333613,121.733391429661,716.20742239166,251.440519723022,150.446977359371,133.213802225161,105.928421380223,25.9931206559361,24.4573736149848,21.5388352633022,1.33971034094095,0.834232882392121,15.0633844332841,6,645.5,182.5,150,140,garbanzo,G_13.png
12728,414.702,0.560544717782201,-53.644813789869,142.038977075227,117.625908148092,743.025534255185,691.889299182904,143.065681961031,123.358186675047,87.8033469516028,25.9275772525913,25.9562978161126,24.2217058241921,1.20754839908567,0.930031741268167,13.511765305154,7,680.5,626.5,130,137,garbanzo,G_13.png
14105,456.649,0.542449701628503,41.5592924781819,158.852122002629,133.449806232099,812.80751506558,1539.63970223325,139.061538461538,122.671251329316,87.830627437079,28.9943671361357,26.848169497401,22.6439154405038,1.19035108770671,0.849998056353521,14.783999234385,8,739.5,1459.5,145,147,garbanzo,G_13.png
14930,460.682,0.63514555487467,-13.4398213591292,163.125338746579,125.996782934988,878.584527796383,1171.086403215,134.228533154722,119.111520428667,83.1948425987944,26.7356023654841,24.8743635493618,21.3106238510176,1.29467860168103,0.884030368969447,14.2148630357669,9,805.5,1109.5,155,124,garbanzo,G_13.png
14647,476.123,0.666598320487439,-15.1958811580879,172.798049611862,128.806624058403,939.089369836827,298.426503720898,151.050522291254,132.509251041169,100.986277053322,23.1997815880142,23.4249909099614,22.7384331125284,1.34153077044789,0.811933055538593,15.4771018726702,10,856.5,235.5,163,128,garbanzo,G_13.png
14733,453.407,0.561929398893771,-13.911369244902,157.722276464873,130.465532378741,1096.56723002783,1553.61759315822,134.860449331433,114.48421909998,77.0857937962397,27.8929544450225,25.9707086367732,22.4402297747439,1.20891911901302,0.900584797163414,13.9535673419534,11,1014.5,1486.5,159,132,garbanzo,G_13.png
15208,483.221,0.680867296618436,-30.121403261986,177.629849198217,130.09730988555,1272.86954234613,1033.46626775381,143.4456864808,132.23204892162,99.1101394003156,26.0068875361563,24.4873633933938,22.3958547273787,1.36536143102791,0.818446636706995,15.3539278564571,12,1198.5,956.5,159,148,garbanzo,G_13.png
12923,420.695,0.60588072186905,83.3360236125474,146.559526913056,116.596237463198,1275.34767468854,593.846010988161,143.814981041554,132.194072583765,99.6513193530914,23.772467553111,22.1645596302555,20.619500894395,1.25698333069551,0.917568524581498,13.695293896541,13,1217.5,527.5,116,140,garbanzo,G_13.png
15849,476.275,0.436370772638813,60.2408902101352,158.327649417785,142.457984851319,1296.30620228406,247.687614360527,147.916966370118,129.820556501988,98.5999747618146,20.8651482717415,20.0134981940408,20.3916440459044,1.11139891233917,0.878003319852236,14.3124408874377,14,1228.5,171.5,149,156,garbanzo,G_13.png
15701,462.205,0.585005836267492,77.3468478850144,158.202034219598,128.306450552756,1508.17954270429,1573.25113050124,126.720718425578,103.658875230877,69.3271766129546,24.6703493481859,22.9302138952646,20.1532445803932,1.23300140825383,0.923565920553046,13.6063602334246,15,1443.5,1495.5,128,160,garbanzo,G_13.png
14201,457.089,0.677499757120297,81.3563513413353,166.18399508894,122.232150119677,1708.80888669812,263.331666784029,149.741497077671,126.745229209211,93.5966481233716,18.4935200599914,19.0852059793223,19.620788056941,1.35957679649936,0.854136441859431,14.7123691233716,16,1645.5,180.5,122,168,garbanzo,G_13.png
16275,521.085,0.716616002218875,-47.7981030861181,200.837706000053,140.077857915886,1907.12761904762,1614.27231950845,140.037235023041,118.560061443932,86.6761904761905,28.4245943928654,25.73649575908,22.0817544324136,1.43375769010297,0.753205907948747,16.6838449907834,17,1821.5,1528.5,174,170,garbanzo,G_13.png
17873,534.81,0.613532257438943,7.14426629000881,181.341195572878,143.199639925634,2208.88535780227,1527.90891288536,142.681922452862,114.706708442903,82.0071056901471,27.7122644712251,25.2449355009175,22.9755062270857,1.26635231532043,0.785250607359143,16.003006551782,18,2110.5,1458.5,184,140,garbanzo,G_13.png
15767,580.693,0.66274273932704,-15.2980932426522,183.231184330907,137.212151083411,245.428807001966,567.102175429695,150.678569163443,125.954208156276,91.8985856535803,28.2107616922721,26.0814196359714,22.9402077022318,1.335385990848,0.587578302161615,21.3867165756961,1,151.5,500.5,180,134,garbanzo,G_14.png
15797,482.517,0.667729539829448,-7.97178780676788,166.5865001667,124.007651075243,270.166677217193,1156.29632208647,140.964423624739,114.702411850351,79.4893967208964,27.0187043131237,24.0932602305211,21.4075323957168,1.3433566293875,0.852627319917053,14.7384095264291,2,182.5,1093.5,167,124,garbanzo,G_14.png
15631,451.066,0.495864756579043,-80.0322496273336,152.66980827258,132.578424864451,402.118418527286,881.942486085343,138.205872944789,116.474057961743,83.2038897063528,26.9623579468961,24.6083294920743,21.2146197183838,1.1515433859519,0.965420334532878,13.016476,3,330.5,807.5,135,152,garbanzo,G_14.png
13148,436.693,0.5664822629879,22.9748310781201,148.432393766172,122.319266395716,439.800045634317,1425.00623668999,131.494371767569,110.337313659872,77.5314116215394,25.8416057801902,25.8254154154621,24.1388286297295,1.21348335499313,0.866397316714964,14.5041661278521,4,368.5,1354.5,149,131,garbanzo,G_14.png
12942,432.61,0.656903417742767,-41.5707995412734,158.771121819531,119.709414366822,700.061505176943,277.137150363159,154.399629114511,137.247952403029,109.451475815175,26.0045277278018,24.8662713737188,22.4820649514165,1.32630439017113,0.868996747960078,14.4607797944676,5,630.5,209.5,148,138,garbanzo,G_14.png
14993,456.73,0.637702735099554,-29.4912062865998,163.905060835956,126.253209794521,710.773961181885,710.361035149736,143.478556659775,124.111385313146,88.3302874674848,26.3812523328761,25.0738929132456,22.1982920210998,1.29822490139232,0.903190429989215,13.9133124057894,6,635.5,642.5,151,136,garbanzo,G_14.png
14018,439.347,0.546744017025282,33.5785931500052,151.141289584346,126.550573776067,711.559494935083,1166.79797403339,140.482237123698,125.928734484235,92.4135397346269,27.0130406376089,24.9862740456894,21.3275626602307,1.19431532449464,0.912600262116448,13.7698520765444,7,638.5,1092.5,143,137,garbanzo,G_14.png
14806,477.159,0.681809980386071,-31.9687437942944,175.372245880171,128.289940330133,1240.19093610698,1055.04450898284,144.065378900446,133.034580575442,98.4827772524652,26.7416684790709,24.9514656133529,22.6119327064867,1.36699920063008,0.817186850257914,15.3775976820883,8,1166.5,978.5,156,148,garbanzo,G_14.png
15069,451.586,0.587244051710196,77.0023590656195,155.314367866669,125.71299056263,1464.00676886323,1586.46612250315,127.719224898799,103.586236644767,69.3930585971199,24.9327673609703,22.9081498149746,20.1992972230298,1.23546792715341,0.928567240466244,13.5330755455571,9,1400.5,1510.5,126,157,garbanzo,G_14.png
13653,439.216,0.669416536450789,-16.8731334329568,158.148937314252,117.486832805514,1723.62762762763,839.905368783418,147.104445909324,127.104885373178,90.0052003222735,23.5217373020284,22.2914921317096,20.9859743996872,1.3460992482115,0.889368307463661,14.1295462283747,10,1639.5,776.5,163,123,garbanzo,G_14.png
14302,451.744,0.619410394784763,42.6674266384255,158.506005877276,124.437891890682,1781.89442036079,1137.60739756677,144.079499370717,122.340302055657,85.7112991190043,21.1473177723014,20.6750741641366,19.8967458307906,1.2737760457765,0.880687539367496,14.2688184544819,11,1707.5,1070.5,148,136,garbanzo,G_14.png
15634,510.582,0.721986007161662,-49.0061143642512,197.392547197264,136.577414790243,1855.1293335039,1632.34859920686,141.323013943968,119.20788026097,87.6059869515159,28.285622262252,25.7960901012981,22.0338517081731,1.44527956910314,0.753614023409758,16.6748099478061,12,1772.5,1547.5,169,168,garbanzo,G_14.png
12639,412.667,0.549009574520931,47.6516449754051,141.369524108975,118.158918723524,1998.1337922304,1216.04145897618,143.208719044228,118.863834164095,84.9492839623388,21.5681943465726,21.9159630522744,21.3033287547413,1.19643549243846,0.932659452872443,13.4736967235541,13,1932.5,1146.5,129,129,garbanzo,G_14.png
17285,533.586,0.607725823270631,6.4550424454452,178.15815945377,141.483752838594,2154.32930286375,1552.40063638993,144.594619612381,116.692912930286,83.1251952560023,27.9604852465889,25.5794499730811,23.4520184523647,1.25921284867962,0.7629048844521,16.47173962372,14,2057.5,1484.5,180,138,garbanzo,G_14.png
14991,475.026,0.657729191875643,-40.3731899511626,170.628354209506,128.526572055093,2136.39090120739,795.888866653325,148.525782135948,123.432259355613,91.0461610299513,20.1819967878105,20.0626818935444,19.7103205181391,1.32757259048631,0.834844723106228,15.0523447852712,15,2059.5,723.5,154,154,garbanzo,G_14.png
13734,450.983,0.67282873183181,5.33086329909907,162.996951571781,120.58486469683,2314.96162807631,320.82124654143,144.949177224407,114.142274646862,81.6416921508665,21.68348088886,21.5634416034925,21.5337548323581,1.3517198197434,0.848567832564822,14.8089170153633,16,2231.5,261.5,164,121,garbanzo,G_14.png
14610,486.247,0.496029120052078,38.6059107218147,163.444938107131,141.920201832797,2321.09404517454,668.209103353867,152.305133470226,124.903764544832,92.2399041752224,22.0943095140424,21.0617687629974,20.4840829569522,1.15166788093842,0.776508493102013,16.1831721429843,17,2246.5,598.5,150,145,garbanzo,G_14.png
12591,421.186,0.494756073502539,58.7947735300467,144.294665567586,125.396666092472,2362.4242713049,1103.94639027877,152.121991898975,126.398776904138,95.1513779683901,23.1011187066742,22.221551663043,22.103988249911,1.15070575689132,0.891912465816015,14.0892420455881,18,2301.5,1038.5,130,137,garbanzo,G_14.png
17024,493.922,0.622588068853406,8.55377295878719,170.261221596048,133.237874795125,305.622297932331,1331.06902020677,141.484609962406,109.604382048872,77.0042880639098,19.3298218267821,19.1435560822945,19.4532876214186,1.27787404188075,0.876909415622856,14.330295000235,2,210.5,1263.5,176,133,garbanzo,G_2.png
15419,508.337,0.708554328752105,12.0893772095172,191.777939697377,135.329304483089,358.296322718724,539.578961022116,142.559828782671,120.877683377651,92.941565600882,25.1349678282637,23.3823000763159,21.3947091805152,1.41712055958539,0.749829684342315,16.7589665716973,3,270.5,470.5,181,141,garbanzo,G_2.png
14929,473.611,0.673406386522427,-38.9943120622685,171.317987019851,126.650677640722,367.97823029004,231.560787728582,136.517114341215,110.013396744591,80.4273561524549,26.5749585432594,25.5350112200323,24.009233480468,1.35268117163842,0.836367254031773,15.0249433532722,4,286.5,161.5,157,139,garbanzo,G_2.png
14468,453.405,0.464042915344537,-18.3721040876473,145.539479196784,128.920721754346,553.472076306331,939.404824440144,143.568081282831,120.154824440144,87.1233757257396,19.7394725912431,19.8052018801819,19.5989667527727,1.12890679804062,0.884393931652572,14.2090194930191,5,485.5,873.5,144,130,garbanzo,G_2.png
15953,473.329,0.530387075876783,89.5652564909882,160.78287006058,136.304577758324,621.099103616875,672.485175202156,152.119037171692,131.395975678556,98.8812762489814,20.497897469685,19.4290391950951,18.6484615029029,1.17958525461747,0.894800054336755,14.0437749790635,6,553.5,591.5,136,163,garbanzo,G_2.png
16373,494.725,0.43702940911775,19.0640719816805,167.555980722829,150.707760496702,683.247785989128,231.246442313565,141.458681976425,118.451780370122,87.2040554571551,24.3731744082048,22.7121687240165,21.4424571162647,1.11179397909304,0.840640697583377,14.9485632214622,7,596.5,153.5,162,155,garbanzo,G_2.png
16383,484.304,0.601801699667641,-25.6286821213672,166.692617848069,133.128317435321,854.263932124764,729.903680644571,146.427516327901,126.371482634438,91.2222425685162,23.2630408206585,21.3263145695569,19.7584729669722,1.25211991753035,0.877742613138325,14.3166919621559,8,773.5,660.5,168,148,garbanzo,G_2.png
15371,460.41,0.453760434558716,53.8527201892363,152.642710780176,136.023538863778,847.527616940993,1054.72415587795,152.649339665604,135.892134539067,102.91653113005,20.1864309263849,19.1662913660355,18.9560700060472,1.1221786468373,0.911218421308982,13.7907337258474,9,774.5,979.5,142,150,garbanzo,G_2.png
16407,486.207,0.631127774692303,-32.0935295663912,166.798969675433,129.382438750015,949.0309623941,355.765465959651,134.580118242214,111.366794660816,75.157981349424,24.4680059075312,22.0120773950428,19.3197911074963,1.2891932729581,0.872160930036073,14.4083163801426,10,865.5,282.5,160,141,garbanzo,G_2.png
17458,528.93,0.697578477766928,29.6656410462514,201.413995970357,144.31481719134,1435.22849123611,243.580822545538,138.202485966319,122.317447588498,87.5667315843739,27.9907033847985,26.0036666697121,21.5280566680945,1.3956570772862,0.784165900170583,16.0251429086952,11,1348.5,167.5,179,160,garbanzo,G_2.png
13648,428.586,0.563494948159411,-24.0024465030037,146.686672452621,121.180721845458,1539.47354923798,536.96101992966,134.968713364596,120.023373388042,82.7714683470106,27.0572854924487,26.5161266277882,23.5360312103233,1.21047861589478,0.933690450313802,13.4588188303048,12,1471.5,473.5,141,126,garbanzo,G_2.png
16710,481.741,0.505699634982125,-83.6647897003567,159.961168979715,138.000038446616,1942.34584081388,495.663016157989,136.069419509276,114.676062238181,79.8171753441053,26.8626725463842,24.5000198779452,21.5704151537104,1.15913858271564,0.904813547017568,13.8883537451227,13,1873.5,412.5,142,167,garbanzo,G_2.png
19080,540.781,0.716539728852007,61.69168189871,199.99146839021,139.50330541441,1978.43464360587,187.889465408805,142.297117400419,118.630660377358,80.0754192872117,27.9870383256924,25.9450611000648,22.6874386780297,1.4335966290986,0.819870736160023,15.3272583837002,14,1896.5,93.5,158,182,garbanzo,G_2.png
14439,450.399,0.539885862379608,-34.6184610413212,153.278755206279,129.020588810394,2273.84327169472,944.173904009973,145.654754484383,125.085116697832,92.5635431816608,26.3587590232899,24.8903821909481,22.0845782078921,1.18801779328053,0.89444192005527,14.0493981024309,15,2201.5,873.5,149,148,garbanzo,G_2.png
15955,512.331,0.553479097804547,-15.5971807970734,178.52274339008,148.68499958063,2430.26844249452,332.978439360702,142.50611093701,116.766217486681,81.9773738639925,28.7114460214533,26.7281453995881,22.8941851826824,1.20067756595224,0.76384528613199,16.451460580445,16,2341.5,261.5,171,148,garbanzo,G_2.png
18468,515.16,0.630859424741435,8.90806674129125,178.0453520162,138.144881066655,314.352447476716,1332.15529564652,141.731210742907,110.299545159194,78.3682586094867,19.1851068149981,19.0097815296244,19.4961809268228,1.28883061494181,0.87447109918891,14.3702526315789,1,215.5,1261.5,183,139,garbanzo,G_3.png
16542,530.593,0.711166978244114,11.6503220490933,200.645805991941,141.058643654361,366.158384717688,512.388103010519,142.215935195261,121.252629669931,95.0216418812719,24.7999366669237,23.0823619502622,21.2993442884626,1.42242829502591,0.738371369099279,17.0190383054649,2,274.5,440.5,189,146,garbanzo,G_3.png
16010,498.429,0.681359618654888,-38.512956623981,179.282967762903,131.225956083775,375.862898188632,193.435227982511,136.018363522798,108.981698938164,80.0865084322299,26.5691424954869,25.3404178226333,23.864431673949,1.3662157481135,0.809831359619415,15.5172684597751,3,290.5,120.5,164,145,garbanzo,G_3.png
15548,472.617,0.472317823362529,-17.8403047196429,151.186840800075,133.260362272291,572.268523282737,924.65114484178,143.760676614356,120.708837149473,88.4284795472086,19.5883776672162,19.8282827462844,20.098607926996,1.13452221067173,0.874713275282662,14.3662740345382,4,501.5,856.5,150,135,garbanzo,G_3.png
17142,490.283,0.526413528359224,-89.7312257636387,165.814850512108,140.980540389594,641.566970015167,648.855501108389,152.492299614981,131.90817874227,100.161183059153,20.7849163157936,19.5240244637406,18.9129491913753,1.17615417031233,0.896143760056948,14.0227173077237,5,571.5,565.5,141,168,garbanzo,G_3.png
